End of Period,Loan Number,Region,Country / Economy Code,Country / Economy,Borrower,Guarantor Country / Economy Code,Guarantor,Loan Type,Loan Status,Interest Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount (US$),Cancelled Amount (US$),Undisbursed Amount (US$),Disbursed Amount (US$),Repaid to IBRD (US$),Due to IBRD (US$),Exchange Adjustment (US$),Borrower's Obligation (US$),Sold 3rd Party (US$),Repaid 3rd Party (US$),Due 3rd Party (US$),Loans Held (US$),First Repayment Date,Last Repayment Date,Agreement Signing Date,Board Approval Date,Effective Date (Most Recent),Closed Date (Most Recent),Last Disbursement Date,Board approval - Fiscal year,Board approval - Calendar year,loan_age_days,loan_age_years,disbursed_percent,cancelled_percent,undisbursed_percent,repayment_ratio,outstanding_ratio,net_disbursed,is_active,is_fully_repaid,is_cancelled,is_closed,is_guarantee,loan_size_category,age_category,approval_year,approval_decade,portfolio_status,risk_score,risk_score_original
2026-08-31,IBRD33830,EUROPE AND CENTRAL ASIA,PL,Poland,WIELKOPOLSKI BANK,PL,Poland,CPL,Fully Cancelled,6.6,,P008576,HEAT SUPPLY RESTRUCT,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1996-12-01,2008-06-01,1991-09-16,1991-06-26,1992-02-18,1997-06-30,,1991,1991,12850,35.181382614647504,0.0,100.0,0.0,0.0,0.0,-20000000.0,False,False,True,True,False,Small,30-50,1991,1990,Cancelled,6.0,1.0
2026-08-31,IBRD3641A,EUROPE AND CENTRAL ASIA,PL,Poland,MIN ENVIRON PROT NAT RES FOR,PL,Poland,SCL,Fully Cancelled,5.55,,P008610,FORESTRY DEVT,1965089.03,1965089.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1999-02-15,2010-08-15,1993-08-31,1993-07-29,1993-11-29,2000-06-30,1999-04-14,1994,1993,12086,33.08966461327858,0.0,100.0,0.0,0.0,0.0,-1965089.03,False,False,True,True,False,Small,30-50,1993,1990,Cancelled,6.0,1.0
2026-08-31,IBRD39590,EUROPE AND CENTRAL ASIA,PL,Poland,POLISH POWER GRID COMPANY,PL,Poland,CPL,Fully Transferred,7.39,,P008604,POWER TRANSMISSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2000-05-15,2012-11-15,1996-01-25,1995-11-28,1900-01-01,2004-06-30,,1996,1995,11234,30.757015742642025,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,Small,30-50,1995,1990,Early Stage,3.0,0.5
2026-08-31,IBRD42090,EUROPE AND CENTRAL ASIA,PL,Poland,POWSZECHNY BANK KREDYTOWY S.A.,PL,Poland,SCL,Fully Cancelled,4.89,,P035082,MUNI FIN,8000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2002-11-15,2014-05-15,1997-09-05,1997-07-10,1997-12-03,2001-12-31,,1998,1997,10644,29.14168377823409,0.0,100.0,0.0,0.0,0.0,-8000000.0,False,False,True,True,False,Small,20-30,1997,1990,Cancelled,6.0,1.0
2026-08-31,IBRD42091,EUROPE AND CENTRAL ASIA,PL,Poland,POWSZECHNY BANK KREDYTOWY S.A.,PL,Poland,SCL,Fully Cancelled,4.72,,P035082,MUNI FIN,7000000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2002-11-15,2014-05-15,1997-09-05,1997-07-10,1997-12-03,2001-12-31,,1998,1997,10644,29.14168377823409,0.0,100.0,0.0,0.0,0.0,-7000000.0,False,False,True,True,False,Small,20-30,1997,1990,Cancelled,6.0,1.0
2026-08-31,IBRD76260,EUROPE AND CENTRAL ASIA,PL,Poland,MINISTRY OF FINANCE,PL,Poland,FSL,Repaying,0.0,,P112765,DEVELOPMENT POLICY LOAN,1250000000.0,0.0,0.0,1359150000.0,580296600.0,778853400.0,-236113800.0,542739600.0,0.0,0.0,0,778853400.0,2014-01-15,2038-07-15,2008-12-23,2008-12-22,2008-12-24,2009-06-30,2009-01-06,2009,2008,6461,17.689253935660506,108.732,0.0,0.0,0.4269555236728838,0.5730444763271162,1359150000.0,True,False,False,True,False,Mega,10-20,2008,2000,Early Stage,3.0,0.5
2026-08-31,IBRD77330,EUROPE AND CENTRAL ASIA,PL,Poland,MINISTRY OF FINANCE,PL,Poland,FSL,Repaying,0.0,,P116125,Empl. Entrepreneurship & HCDP DPL,1300240000.0,0.0,0.0,1431000000.0,539019000.0,891981000.0,-288937000.0,603044000.0,0.0,0.0,0,891981000.0,2014-12-01,2039-06-01,2009-07-02,2009-06-30,2009-08-05,2009-12-31,2009-08-13,2009,2009,6271,17.169062286105408,110.05660493447364,0.0,0.0,0.3766729559748428,0.6233270440251573,1431000000.0,True,False,False,True,False,Mega,10-20,2009,2000,Early Stage,3.0,0.5
2026-08-31,IBRD80700,EUROPE AND CENTRAL ASIA,PL,Poland,MINISTRY OF FINANCE,PL,Poland,FSL,Repaying,0.0,,P115426,ENERGY EFFICIENCY DPL,1114500000.0,0.0,0.0,1077787500.0,458273156.25,619514343.75,-224636493.75,394877850.0,0.0,0.0,0,619514343.75,2020-12-01,2031-06-01,2011-06-16,2011-06-07,2011-07-05,2012-03-31,2011-07-25,2011,2011,5564,15.233401779603012,96.70592193808882,0.0,0.0,0.425198062002018,0.574801937997982,1077787500.0,True,False,False,True,False,Mega,10-20,2011,2010,Early Stage,3.0,0.5
2026-08-31,IBRD83840,EUROPE AND CENTRAL ASIA,PL,Poland,MINISTRY OF FINANCE,PL,Poland,FSL,Repaying,0.0,,P146243,PL DPL Resiliance and Growth,965800000.0,0.0,0.0,899010000.0,168097090.0,730912910.0,-97391994.0,633520916.0,0.0,0.0,0,730912910.0,2022-05-15,2042-05-15,2014-08-28,2014-07-01,2014-09-04,2015-12-31,2014-09-24,2015,2014,4444,12.16700889801506,93.08448954234832,0.0,0.0,0.1869802226894028,0.8130197773105972,899010000.0,True,False,False,True,False,Mega,10-20,2014,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD85220,EUROPE AND CENTRAL ASIA,PL,Poland,MINISTRY OF FINANCE,PL,Poland,FSL,Repaying,0.0,,P149781,Poland Growth and Resilience 2,1000000000.0,0.0,0.0,1025327180.0,76763162.87,948564017.13,32415033.36,980979050.49,0.0,0.0,0,948564017.13,2025-05-15,2045-05-15,2015-08-27,2015-07-23,2015-09-07,2016-12-31,2015-09-29,2016,2015,4057,11.107460643394935,102.532718,0.0,0.0,0.074866993060693,0.9251330069393068,1025327180.0,True,False,False,True,False,Mega,10-20,2015,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD85240,EUROPE AND CENTRAL ASIA,PL,Poland,MINISTRY OF FINANCE,PL,Poland,FSL,Repaying,0.0,,P147460,ODRA-VISTULA FLOOD MANAGEMENT PROJECT,504040000.0,0.0,0.0,515752777.02,27401574.4,488351202.62,17797542.98,506148745.6,0.0,0.0,0,488351202.62,2025-11-15,2044-11-15,2015-09-10,2015-07-23,2015-11-04,2025-06-30,2025-11-05,2016,2015,4057,11.107460643394935,102.32377926751846,0.0,0.0,0.0531292813551586,0.9468707186448414,515752777.02,True,False,False,True,False,Mega,10-20,2015,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD93100,EUROPE AND CENTRAL ASIA,PL,Poland,MINISTRY OF FINANCE,PL,Poland,FSL,Disbursing,0.0,,P170131,Clean Air P4R,291300000.0,0.0,64363350.0,211612675.0,0.0,211612675.0,13948975.0,225561650.0,0.0,0.0,0,275976025.0,2026-11-15,2036-11-15,2024-04-18,2021-12-08,2024-07-05,2027-03-31,2026-03-04,2022,2021,1727,4.728268309377139,72.64424133196017,0.0,22.09521112255407,0.0,1.0,211612675.0,True,False,False,True,False,Large,0-5,2021,2020,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD24240,EUROPE AND CENTRAL ASIA,PT,Portugal,MINISTERIO DE FINANCAS E PLANO,,,CPL,Fully Cancelled,7.22,,P008644,TEXTILES,34700000.0,34700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1987-10-01,1999-04-01,1984-11-29,1984-05-24,1900-01-01,1989-12-31,,1984,1984,15439,42.26967830253251,0.0,100.0,0.0,0.0,0.0,-34700000.0,False,False,True,True,False,Small,30-50,1984,1980,Cancelled,6.0,1.0
2026-08-31,IBRD24570,EUROPE AND CENTRAL ASIA,PT,Portugal,DIRECCAO GERAL DA TESOURO,,,CPL,Fully Cancelled,0.0,,P008642,TA/AGRICULTURE,7400000.0,7400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1988-03-15,1999-09-15,1900-01-01,1984-06-27,1900-01-01,1989-06-30,,1984,1984,15405,42.17659137577002,0.0,100.0,0.0,0.0,0.0,-7400000.0,False,False,True,True,False,Small,30-50,1984,1980,Cancelled,6.0,1.0
2026-08-31,IBRD26400,EUROPE AND CENTRAL ASIA,PT,Portugal,DIRECCAO GERAL DA TESOURO,,,CPL,Fully Cancelled,0.0,,P008647,HOUSING FINANCE,25000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1989-04-15,2000-10-15,1900-01-01,1985-12-03,1900-01-01,1990-12-31,,1986,1985,14881,40.7419575633128,0.0,100.0,0.0,0.0,0.0,-25000000.0,False,False,True,True,False,Small,30-50,1985,1980,Cancelled,6.0,1.0
2026-08-31,IBRD72860,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Fully Cancelled,0.0,,P087036,PY Modernization Ministry of Finance,7500000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2010-04-15,2027-10-15,2006-08-21,2005-04-05,1900-01-01,2009-06-30,,2005,2005,7818,21.404517453798768,0.0,100.0,0.0,0.0,0.0,-7500000.0,False,False,True,True,False,Small,20-30,2005,2000,Cancelled,6.0,1.0
2026-08-31,IBRD72870,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Terminated,0.0,,P080961,PY Financial Sector T.A. Project,5700000.0,5700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2010-06-15,2027-12-15,1900-01-01,2005-04-05,1900-01-01,2010-06-30,,2005,2005,7818,21.404517453798768,0.0,100.0,0.0,0.0,0.0,-5700000.0,False,False,False,True,False,Small,20-30,2005,2000,Early Stage,3.3000000000000003,0.55
2026-08-31,IBRD73330,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Fully Cancelled,0.0,,P082056,PY-Mother & Child Basic Health Insurance,22000000.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2010-11-15,2028-05-15,2006-05-04,2005-10-20,1900-01-01,2011-07-31,,2006,2005,7620,20.862422997946613,0.0,100.0,0.0,0.0,0.0,-22000000.0,False,False,True,True,False,Small,20-30,2005,2000,Cancelled,6.0,1.0
2026-08-31,IBRD75210,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Terminated,0.0,,P069269,PY Pilot Community Development Project,9000000.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2013-09-15,2038-03-15,1900-01-01,2008-03-25,1900-01-01,2008-12-31,,2008,2008,6733,18.43394934976044,0.0,100.0,0.0,0.0,0.0,-9000000.0,False,False,False,True,False,Small,10-20,2008,2000,Early Stage,3.3000000000000003,0.55
2026-08-31,IBRD77000,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Repaying,0.0,,P113457,PY Public Sector DPL,100000000.0,0.0,0.0,100000000.0,47340000.0,52660000.0,0.0,52660000.0,0.0,0.0,0,52660000.0,2017-09-15,2036-03-15,2009-05-26,2009-05-05,2009-08-26,2011-03-01,2009-09-08,2009,2009,6327,17.322381930184804,100.0,0.0,0.0,0.4734,0.5266,100000000.0,True,False,False,True,False,Medium,10-20,2009,2000,Early Stage,3.0,0.5
2026-08-31,IBRD77100,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Repaying,0.0,,P095235,PY Water & Sanit. Sector Modernization,64000000.0,8533847.85,0.0,55466152.15,27170129.82,28296022.33,0.0,28296022.33,0.0,0.0,0,28296022.33,2017-04-15,2035-10-15,2009-04-27,2009-04-14,2010-01-29,2019-01-31,2020-01-14,2009,2009,6348,17.37987679671458,86.665862734375,13.334137265624998,0.0,0.4898506344287667,0.5101493655712334,46932304.3,True,False,False,True,False,Medium,10-20,2009,2000,Early Stage,3.0,0.5
2026-08-31,IBRD79940,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Administración Nacional de Electricidad,PY,Paraguay,FSL,Repaying,0.0,,P114971,PY Energy Sector Strengthening Project,100000000.0,9894957.38,0.0,90105042.62,35603242.21,54501800.41,0.0,54501800.41,0.0,0.0,0,54501800.41,2019-05-15,2037-11-15,2011-02-23,2010-11-30,2012-02-09,2018-10-31,2019-06-12,2011,2010,5753,15.75085557837098,90.10504262,9.89495738,0.0,0.3951304075194721,0.6048695924805279,80210085.24000001,True,False,False,True,False,Medium,10-20,2010,2010,Early Stage,3.0,0.5
2026-08-31,IBRD81090,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Repaying,0.0,,P117043,PY Public Sector DPL,100000000.0,0.0,0.0,100000000.0,29970000.0,70030000.0,0.0,70030000.0,0.0,0.0,0,70030000.0,2022-05-15,2036-11-15,2012-03-02,2011-12-13,2012-11-07,2013-12-31,2012-11-19,2012,2011,5375,14.715947980835043,100.0,0.0,0.0,0.2997,0.7003,100000000.0,True,False,False,True,False,Medium,10-20,2011,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD83160,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Repaying,0.0,,P088799,PY PRODERS - Sust. Agric. & Rur Dev. Prj,100000000.0,200435.05,0.0,99799564.95,16417028.36,83382536.59,0.0,83382536.59,0.0,0.0,0,83382536.59,2022-04-15,2043-10-15,2013-12-06,2013-12-05,2014-09-25,2020-11-30,2021-11-26,2014,2013,4652,12.736481861738536,99.79956495,0.20043505,0.0,0.1644999992557582,0.8355000007442417,99599129.9,True,False,False,True,False,Medium,10-20,2013,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD84610,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Repaying,0.0,,P151007,PY DPL-DDO,100000000.0,0.0,0.0,100000000.0,10000000.0,90000000.0,0.0,90000000.0,0.0,0.0,0,90000000.0,2024-04-15,2043-10-15,2015-04-18,2015-03-18,2016-03-14,2017-12-31,2017-06-26,2015,2015,4184,11.455167693360712,100.0,0.0,0.0,0.1,0.9,100000000.0,True,False,False,True,False,Medium,10-20,2015,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD86380,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Disbursing&Repaying,0.0,,P147278,PY Transport Connectivity,100000000.0,0.0,0.0,100000000.0,5805276.21,94194723.79,0.0,94194723.79,0.0,0.0,0,94194723.79,2024-11-15,2051-05-15,2016-09-13,2016-07-25,2018-01-24,2027-06-15,2026-08-24,2017,2016,3689,10.099931553730322,100.0,0.0,0.0,0.0580527621,0.9419472379,100000000.0,True,False,False,True,False,Medium,10-20,2016,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD89630,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Disbursing,0.0,,P167996,PY Public Health Sector Strengthening,115000000.0,0.0,26412797.56,88587202.44,0.0,88587202.44,0.0,88587202.44,0.0,0.0,0,115000000.0,2027-10-15,2050-10-15,2019-06-03,2019-05-28,2020-05-26,2027-12-31,2026-06-03,2019,2019,2652,7.260780287474333,77.03234994782608,0.0,22.967650052173912,0.0,1.0,88587202.44,True,False,False,True,False,Medium,5-10,2019,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD90590,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Fully Disbursed,0.0,,P169505,Paraguay DPL1,200000000.0,0.0,0.0,200000000.0,0.0,200000000.0,0.0,200000000.0,0.0,0.0,0,200000000.0,2029-05-15,2050-11-15,2020-04-14,2020-03-19,2020-05-05,2023-06-30,2020-05-08,2020,2020,2356,6.450376454483231,100.0,0.0,0.0,0.0,1.0,200000000.0,False,False,False,True,False,Large,5-10,2020,2020,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD90640,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Disbursing,0.0,,P168153,PIMA,100000000.0,10000000.0,14348300.36,75651699.64,0.0,75651699.64,0.0,75651699.64,0.0,0.0,0,90000000.0,2028-05-15,2051-05-15,2020-04-14,2020-03-19,2020-07-06,2027-12-31,2026-08-12,2020,2020,2356,6.450376454483231,75.65169964,10.0,14.34830036,0.0,1.0,65651699.64,True,False,False,True,False,Medium,5-10,2020,2020,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD90890,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Fully Disbursed,0.0,,P173805,PY: COVID-19 Response,20000000.0,136535.19,0.0,19863464.81,0.0,19863464.81,0.0,19863464.81,0.0,0.0,0,19863464.81,2029-05-15,2050-11-15,2020-04-07,2020-04-02,2020-04-08,2023-02-13,2023-11-28,2020,2020,2342,6.412046543463381,99.31732404999998,0.6826759499999999,0.0,0.0,1.0,19726929.62,False,False,False,True,False,Small,5-10,2020,2020,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD94250,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Fully Disbursed,0.0,,P178285,PY Green and Resilient DPL,240000000.0,0.0,0.0,240000000.0,0.0,240000000.0,0.0,240000000.0,0.0,0.0,0,240000000.0,2028-07-15,2039-01-15,2022-08-29,2022-06-30,2022-12-15,2023-12-15,2023-01-06,2022,2022,1523,4.16974674880219,100.0,0.0,0.0,0.0,1.0,240000000.0,False,False,False,True,False,Large,0-5,2022,2020,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD94510,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Disbursing,0.0,,P175320,Asuncion Riverfront Urban Resilience,105000000.0,0.0,89677073.56,15322926.44,0.0,15322926.44,0.0,15322926.44,0.0,0.0,0,105000000.0,2029-05-15,2047-05-15,2023-02-28,2022-11-15,2024-02-23,2028-12-29,2026-08-24,2023,2022,1385,3.79192334017796,14.593263276190475,0.0,85.40673672380953,0.0,1.0,15322926.44,True,False,False,True,False,Medium,0-5,2022,2020,Early Stage,4.500000000000001,0.7500000000000001
2026-08-31,IBRD95170,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Disbursing,0.0,,P180015,Paraguay Education Quality Project,125300000.0,0.0,117261057.87,8038942.13,0.0,8038942.13,0.0,8038942.13,0.0,0.0,0,125300000.0,2029-06-15,2046-12-15,2024-08-09,2023-04-25,2025-02-03,2028-12-31,2026-08-17,2023,2023,1224,3.351129363449692,6.415755889864326,0.0,93.58424411013569,0.0,1.0,8038942.13,True,False,False,True,False,Medium,0-5,2023,2020,Early Stage,4.500000000000001,0.7500000000000001
2026-08-31,IBRD98620,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,FSL,Signed,0.0,,P508227,Paraguay DPL,150000000.0,0.0,150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,150000000.0,2029-12-15,2044-12-15,2026-08-07,2025-08-08,1900-01-01,2027-02-08,,2026,2025,388,1.0622861054072552,0.0,0.0,100.0,0.0,0.0,0.0,False,False,False,True,False,Medium,0-5,2025,2020,Early Stage,3.0,0.5
2026-08-31,IBRD99680,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,AGENCIA FINANCIERA DE DESARROLLO,PY,Paraguay,FSL,Approved,0.0,,P504535,Fin AFRY PY,100000000.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100000000.0,2034-08-15,2048-08-15,1900-01-01,2026-04-30,1900-01-01,2031-07-31,,2026,2026,123,0.3367556468172484,0.0,0.0,100.0,0.0,0.0,0.0,False,False,False,True,False,Medium,0-5,2026,2020,Early Stage,3.0,0.5
2026-08-31,IBRDB0050,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,BLNC,Fully Cancelled,,,P007879,LIVESTOCK VII,3804000.16,3804000.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1994-01-15,1994-07-15,1985-03-22,1984-06-14,1985-03-22,1988-07-01,,1984,1984,15418,42.21218343600274,0.0,100.0,0.0,0.0,0.0,-3804000.16,False,False,True,True,False,Small,30-50,1984,1980,Cancelled,6.0,1.0
2026-08-31,IBRDB0051,LATIN AMERICA AND CARIBBEAN,PY,Paraguay,Ministry of Economy and Finance,PY,Paraguay,BLNC,Fully Cancelled,,,P007879,LIVESTOCK VII,3317000.0,3317000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1994-07-15,1995-01-15,1985-03-22,1984-06-14,1985-03-22,1988-07-01,,1984,1984,15418,42.21218343600274,0.0,100.0,0.0,0.0,0.0,-3317000.0,False,False,True,True,False,Small,30-50,1984,1980,Cancelled,6.0,1.0
2026-08-31,IBRD39752,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,SCL,Fully Cancelled,4.84,,P008773,FESAL,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2001-04-15,2015-10-15,1996-01-19,1996-01-18,1996-02-29,1998-04-30,,1996,1996,11183,30.61738535249829,0.0,100.0,0.0,0.0,0.0,-20000000.0,False,False,True,True,False,Small,30-50,1996,1990,Cancelled,6.0,1.0
2026-08-31,IBRD81760,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,FSL,Fully Disbursed,0.0,,P130051,DPO - DDO,1333300000.0,0.0,0.0,1370150000.0,0.0,1370150000.0,-210450000.0,1159700000.0,0.0,0.0,0,1370150000.0,2024-02-01,2032-02-01,2012-09-11,2012-06-12,2013-01-11,2014-10-27,2014-06-25,2012,2012,5193,14.217659137577002,102.7638190954774,0.0,0.0,0.0,1.0,1370150000.0,False,False,False,True,False,Mega,10-20,2012,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD83620,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,FSL,Fully Disbursed,0.0,,P145174,Health Sector Reform,338800000.0,0.0,0.0,279817227.21,0.0,279817227.21,10107772.79,289925000.0,0.0,0.0,0,279817227.21,2032-03-01,2032-03-01,2014-06-17,2014-03-28,2015-01-22,2024-12-31,2025-03-18,2014,2014,4539,12.427104722792608,82.59068099468713,0.0,0.0,0.0,1.0,279817227.21,False,False,False,True,False,Large,10-20,2014,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD83820,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,FSL,Fully Disbursed,0.0,,P148957,Programmatic DPL 1,1034800000.0,0.0,0.0,843900000.0,0.0,843900000.0,25875000.0,869775000.0,0.0,0.0,0,843900000.0,2032-05-15,2032-05-15,2014-06-17,2014-05-22,2015-01-20,2015-12-31,2015-06-17,2014,2014,4484,12.276522929500342,81.55199072284499,0.0,0.0,0.0,1.0,843900000.0,False,False,False,True,False,Mega,10-20,2014,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD84810,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,FSL,Fully Disbursed,0.0,,P148585,Romania Secondary Education Project,243100000.0,12206425.08,0.0,213454828.69,0.0,213454828.69,6839107.0,220293935.69,0.0,0.0,0,213454828.69,2034-11-01,2034-11-01,2015-04-17,2015-03-16,2015-10-14,2024-11-30,2025-04-04,2015,2015,4186,11.460643394934976,87.80535939531056,5.021153879062115,0.0,0.0,1.0,201248403.61,False,False,False,True,False,Large,10-20,2015,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD86650,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,FSL,Fully Disbursed,0.0,,P149776,2nd Fiscal Effectiveness and Growth DPL,558270000.0,0.0,0.0,593050000.0,0.0,593050000.0,-13200000.0,579850000.0,0.0,0.0,0,593050000.0,2036-10-15,2036-10-15,2016-12-20,2016-12-15,2017-05-31,2017-12-31,2017-08-31,2017,2016,3546,9.708418891170432,106.22996041342005,0.0,0.0,0.0,1.0,593050000.0,False,False,False,True,False,Mega,5-10,2016,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD88790,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,FSL,Fully Disbursed,0.0,,P166303,Lckd. Romania Cat DDO,493060000.0,0.0,0.0,437050000.0,0.0,437050000.0,26830000.0,463880000.0,0.0,0.0,0,437050000.0,2038-05-01,2038-05-01,2018-07-04,2018-06-26,2018-12-20,2021-12-31,2020-03-27,2018,2018,2988,8.180698151950718,88.64032774915832,0.0,0.0,0.0,1.0,437050000.0,False,False,False,True,False,Large,5-10,2018,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD89490,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,FSL,Disbursing,0.0,,P168119,Resilience and Response Project,57000000.0,0.0,3771377.36,52305480.62,0.0,52305480.62,1908142.02,54213622.64,0.0,0.0,0,56076857.98,2029-02-01,2029-02-01,2019-07-10,2019-05-29,2020-07-08,2026-12-31,2026-08-14,2019,2019,2651,7.258042436687201,91.7640010877193,0.0,6.61645150877193,0.0,1.0,52305480.62,True,False,False,True,False,Medium,5-10,2019,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD89500,EUROPE AND CENTRAL ASIA,RO,Romania,MINISTRY OF FINANCE,RO,Romania,FSL,Disbursing,0.0,,P168120,Emergency Preparedness Project,45600000.0,0.0,18072949.47,27700203.75,0.0,27700203.75,614846.78,28315050.53,0.0,0.0,0,45773153.22,2029-02-01,2029-02-01,2019-07-10,2019-05-29,2020-07-08,2026-12-31,2026-07-31,2019,2019,2651,7.258042436687201,60.74606085526316,0.0,39.633661118421045,0.0,1.0,27700203.75,True,False,False,True,False,Small,5-10,2019,2010,Early Stage,3.900000000000001,0.6500000000000001
